Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Recetado;Total
Mujeres;Total;Castilla-La Mancha;Antibióticos;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Antibióticos;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para la alergia;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para la alergia;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el reuma;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el reuma;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el corazón;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el corazón;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;Recetado;99,14
Mujeres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;No recetado;0,86
Mujeres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;Recetado;88,27
Mujeres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;No recetado;11,73
Mujeres;Total;Castilla-La Mancha;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Hormonas para la menopausia;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Hormonas para la menopausia;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para el colesterol;Recetado;99,87
Mujeres;Total;Castilla-La Mancha;Medicamentos para el colesterol;No recetado;0,13
Mujeres;Total;Castilla-La Mancha;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para la diabetes;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para la diabetes;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para el tiroides;Recetado;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para el tiroides;No recetado;0,00
Mujeres;Total;Castilla-La Mancha;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Otros medicamentos;Recetado;95,81
Mujeres;Total;Castilla-La Mancha;Otros medicamentos;No recetado;4,19
Mujeres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;70,03
Mujeres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;29,97
Mujeres;Total;Cataluña;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el dolor;Recetado;84,11
Mujeres;Total;Cataluña;Medicinas para el dolor;No recetado;15,89
Mujeres;Total;Cataluña;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para bajar la fiebre;Recetado;81,74
Mujeres;Total;Cataluña;Medicinas para bajar la fiebre;No recetado;18,26
Mujeres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;63,10
Mujeres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;36,90
Mujeres;Total;Cataluña;Laxantes;TOTAL;100,00
Mujeres;Total;Cataluña;Laxantes;Recetado;73,66
Mujeres;Total;Cataluña;Laxantes;No recetado;26,34
Mujeres;Total;Cataluña;Antibióticos;TOTAL;100,00
Mujeres;Total;Cataluña;Antibióticos;Recetado;100,00
Mujeres;Total;Cataluña;Antibióticos;No recetado;0,00
Mujeres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;Recetado;97,74
Mujeres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;No recetado;2,26
Mujeres;Total;Cataluña;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para la alergia;Recetado;100,00
Mujeres;Total;Cataluña;Medicamentos para la alergia;No recetado;0,00
Mujeres;Total;Cataluña;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el reuma;Recetado;100,00
Mujeres;Total;Cataluña;Medicinas para el reuma;No recetado;0,00
Mujeres;Total;Cataluña;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el corazón;Recetado;100,00
Mujeres;Total;Cataluña;Medicinas para el corazón;No recetado;0,00
Mujeres;Total;Cataluña;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para la tensión arterial;Recetado;100,00
Mujeres;Total;Cataluña;Medicinas para la tensión arterial;No recetado;0,00
Mujeres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;Recetado;98,20
Mujeres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;No recetado;1,80
Mujeres;Total;Cataluña;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Cataluña;Antidepresivos, estimulantes;Recetado;100,00
Mujeres;Total;Cataluña;Antidepresivos, estimulantes;No recetado;0,00
Mujeres;Total;Cataluña;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Cataluña;Píldoras para no quedar embarazada;Recetado;94,59
Mujeres;Total;Cataluña;Píldoras para no quedar embarazada;No recetado;5,41
Mujeres;Total;Cataluña;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Cataluña;Hormonas para la menopausia;Recetado;100,00
Mujeres;Total;Cataluña;Hormonas para la menopausia;No recetado;0,00
Mujeres;Total;Cataluña;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para el colesterol;Recetado;100,00
Mujeres;Total;Cataluña;Medicamentos para el colesterol;No recetado;0,00
Mujeres;Total;Cataluña;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para la diabetes;Recetado;100,00
Mujeres;Total;Cataluña;Medicamentos para la diabetes;No recetado;0,00
Mujeres;Total;Cataluña;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para el tiroides;Recetado;98,00
Mujeres;Total;Cataluña;Medicamentos para el tiroides;No recetado;2,00
Mujeres;Total;Cataluña;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Cataluña;Otros medicamentos;Recetado;92,08
Mujeres;Total;Cataluña;Otros medicamentos;No recetado;7,92
Mujeres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;61,32
Mujeres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;38,68
Mujeres;Total;Comunitat Valenciana;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el dolor;Recetado;66,26
Mujeres;Total;Comunitat Valenciana;Medicinas para el dolor;No recetado;33,74
Mujeres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;Recetado;78,28
Mujeres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;No recetado;21,72
Mujeres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;60,28
Mujeres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;39,72
Mujeres;Total;Comunitat Valenciana;Laxantes;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Laxantes;Recetado;80,86
Mujeres;Total;Comunitat Valenciana;Laxantes;No recetado;19,14
Mujeres;Total;Comunitat Valenciana;Antibióticos;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Antibióticos;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Antibióticos;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;Recetado;97,02
Mujeres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;No recetado;2,98
Mujeres;Total;Comunitat Valenciana;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para la alergia;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para la alergia;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el reuma;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el reuma;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el corazón;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el corazón;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;Recetado;99,80
Mujeres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;No recetado;0,20
Mujeres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;Recetado;98,98
Mujeres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;No recetado;1,02
Mujeres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;Recetado;94,07
Mujeres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;No recetado;5,93
Mujeres;Total;Comunitat Valenciana;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Hormonas para la menopausia;Recetado;83,56
Mujeres;Total;Comunitat Valenciana;Hormonas para la menopausia;No recetado;16,44
Mujeres;Total;Comunitat Valenciana;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para el colesterol;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para el colesterol;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para la diabetes;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para la diabetes;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para el tiroides;Recetado;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para el tiroides;No recetado;0,00
Mujeres;Total;Comunitat Valenciana;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Otros medicamentos;Recetado;96,73
Mujeres;Total;Comunitat Valenciana;Otros medicamentos;No recetado;3,27
Mujeres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;79,93
Mujeres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;20,07
Mujeres;Total;Extremadura;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el dolor;Recetado;88,14
Mujeres;Total;Extremadura;Medicinas para el dolor;No recetado;11,86
Mujeres;Total;Extremadura;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para bajar la fiebre;Recetado;100,00
Mujeres;Total;Extremadura;Medicinas para bajar la fiebre;No recetado;0,00
Mujeres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;88,51
Mujeres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;11,49
Mujeres;Total;Extremadura;Laxantes;TOTAL;100,00
Mujeres;Total;Extremadura;Laxantes;Recetado;100,00
Mujeres;Total;Extremadura;Laxantes;No recetado;0,00
Mujeres;Total;Extremadura;Antibióticos;TOTAL;100,00
Mujeres;Total;Extremadura;Antibióticos;Recetado;100,00
Mujeres;Total;Extremadura;Antibióticos;No recetado;0,00
Mujeres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Mujeres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Mujeres;Total;Extremadura;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para la alergia;Recetado;100,00
Mujeres;Total;Extremadura;Medicamentos para la alergia;No recetado;0,00
Mujeres;Total;Extremadura;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el reuma;Recetado;100,00
Mujeres;Total;Extremadura;Medicinas para el reuma;No recetado;0,00
Mujeres;Total;Extremadura;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el corazón;Recetado;100,00
Mujeres;Total;Extremadura;Medicinas para el corazón;No recetado;0,00
Mujeres;Total;Extremadura;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para la tensión arterial;Recetado;100,00
Mujeres;Total;Extremadura;Medicinas para la tensión arterial;No recetado;0,00
Mujeres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;Recetado;100,00
Mujeres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;No recetado;0,00
Mujeres;Total;Extremadura;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Extremadura;Antidepresivos, estimulantes;Recetado;100,00
Mujeres;Total;Extremadura;Antidepresivos, estimulantes;No recetado;0,00
Mujeres;Total;Extremadura;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Extremadura;Píldoras para no quedar embarazada;Recetado;53,33
Mujeres;Total;Extremadura;Píldoras para no quedar embarazada;No recetado;46,67
Mujeres;Total;Extremadura;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Extremadura;Hormonas para la menopausia;Recetado;100,00
Mujeres;Total;Extremadura;Hormonas para la menopausia;No recetado;0,00
Mujeres;Total;Extremadura;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para el colesterol;Recetado;99,71
Mujeres;Total;Extremadura;Medicamentos para el colesterol;No recetado;0,29
Mujeres;Total;Extremadura;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para la diabetes;Recetado;100,00
Mujeres;Total;Extremadura;Medicamentos para la diabetes;No recetado;0,00
Mujeres;Total;Extremadura;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Extremadura;Medicamentos para el tiroides;Recetado;100,00
Mujeres;Total;Extremadura;Medicamentos para el tiroides;No recetado;0,00
Mujeres;Total;Extremadura;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Extremadura;Otros medicamentos;Recetado;99,33
Mujeres;Total;Extremadura;Otros medicamentos;No recetado;0,67
Mujeres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;63,30
Mujeres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;36,70
Mujeres;Total;Galicia;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el dolor;Recetado;81,68
Mujeres;Total;Galicia;Medicinas para el dolor;No recetado;18,32
Mujeres;Total;Galicia;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para bajar la fiebre;Recetado;81,27
Mujeres;Total;Galicia;Medicinas para bajar la fiebre;No recetado;18,73
Mujeres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;91,05
Mujeres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;8,95
Mujeres;Total;Galicia;Laxantes;TOTAL;100,00
Mujeres;Total;Galicia;Laxantes;Recetado;88,07
Mujeres;Total;Galicia;Laxantes;No recetado;11,93
Mujeres;Total;Galicia;Antibióticos;TOTAL;100,00
Mujeres;Total;Galicia;Antibióticos;Recetado;100,00
Mujeres;Total;Galicia;Antibióticos;No recetado;0,00
Mujeres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;Recetado;98,72
Mujeres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;No recetado;1,28
Mujeres;Total;Galicia;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para la alergia;Recetado;89,47
Mujeres;Total;Galicia;Medicamentos para la alergia;No recetado;10,53
Mujeres;Total;Galicia;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el reuma;Recetado;100,00
Mujeres;Total;Galicia;Medicinas para el reuma;No recetado;0,00
Mujeres;Total;Galicia;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el corazón;Recetado;100,00
Mujeres;Total;Galicia;Medicinas para el corazón;No recetado;0,00
Mujeres;Total;Galicia;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para la tensión arterial;Recetado;100,00
Mujeres;Total;Galicia;Medicinas para la tensión arterial;No recetado;0,00
Mujeres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;Recetado;98,23
Mujeres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;No recetado;1,77
Mujeres;Total;Galicia;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Galicia;Antidepresivos, estimulantes;Recetado;96,81
Mujeres;Total;Galicia;Antidepresivos, estimulantes;No recetado;3,19
Mujeres;Total;Galicia;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Galicia;Píldoras para no quedar embarazada;Recetado;100,00
Mujeres;Total;Galicia;Píldoras para no quedar embarazada;No recetado;0,00
Mujeres;Total;Galicia;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Galicia;Hormonas para la menopausia;Recetado;100,00
Mujeres;Total;Galicia;Hormonas para la menopausia;No recetado;0,00
Mujeres;Total;Galicia;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para el colesterol;Recetado;100,00
Mujeres;Total;Galicia;Medicamentos para el colesterol;No recetado;0,00
Mujeres;Total;Galicia;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para la diabetes;Recetado;100,00
Mujeres;Total;Galicia;Medicamentos para la diabetes;No recetado;0,00
Mujeres;Total;Galicia;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Galicia;Medicamentos para el tiroides;Recetado;96,49
Mujeres;Total;Galicia;Medicamentos para el tiroides;No recetado;3,51
Mujeres;Total;Galicia;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Galicia;Otros medicamentos;Recetado;97,75
Mujeres;Total;Galicia;Otros medicamentos;No recetado;2,25
Mujeres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;72,37
Mujeres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;27,63
Mujeres;Total;Madrid (Comunidad de);Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el dolor;Recetado;68,53
Mujeres;Total;Madrid (Comunidad de);Medicinas para el dolor;No recetado;31,47
Mujeres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;Recetado;85,26
Mujeres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;No recetado;14,74
Mujeres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;82,07
Mujeres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;17,93
Mujeres;Total;Madrid (Comunidad de);Laxantes;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Laxantes;Recetado;72,94
Mujeres;Total;Madrid (Comunidad de);Laxantes;No recetado;27,06
Mujeres;Total;Madrid (Comunidad de);Antibióticos;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Antibióticos;Recetado;98,94
Mujeres;Total;Madrid (Comunidad de);Antibióticos;No recetado;1,06
Mujeres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;94,98
Mujeres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;5,02
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la alergia;Recetado;94,94
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la alergia;No recetado;5,06
Mujeres;Total;Madrid (Comunidad de);Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el reuma;Recetado;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el reuma;No recetado;0,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el corazón;Recetado;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el corazón;No recetado;0,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;Recetado;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;No recetado;0,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;98,21
Mujeres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;1,79
Mujeres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;Recetado;100,00
Mujeres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;No recetado;0,00
Mujeres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;Recetado;89,82
Mujeres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;No recetado;10,18
Mujeres;Total;Madrid (Comunidad de);Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Hormonas para la menopausia;Recetado;100,00
Mujeres;Total;Madrid (Comunidad de);Hormonas para la menopausia;No recetado;0,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;Recetado;98,88
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;No recetado;1,12
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;Recetado;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;No recetado;0,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;Recetado;100,00
Mujeres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;No recetado;0,00
Mujeres;Total;Madrid (Comunidad de);Otros medicamentos;TOTAL;100,00
Mujeres;Total;Madrid (Comunidad de);Otros medicamentos;Recetado;95,21
Mujeres;Total;Madrid (Comunidad de);Otros medicamentos;No recetado;4,79
Mujeres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;90,51
Mujeres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;9,49
Mujeres;Total;Murcia (Región de);Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para el dolor;Recetado;93,29
Mujeres;Total;Murcia (Región de);Medicinas para el dolor;No recetado;6,71
Mujeres;Total;Murcia (Región de);Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Medicinas para bajar la fiebre;Recetado;100,00
Mujeres;Total;Murcia (Región de);Medicinas para bajar la fiebre;No recetado;0,00
Mujeres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;83,04
Mujeres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;16,96
Mujeres;Total;Murcia (Región de);Laxantes;TOTAL;100,00
Mujeres;Total;Murcia (Región de);Laxantes;Recetado;76,02
