Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Sí o no;Total
Mujeres;Total;Canarias;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Canarias;Medicinas para el catarro, gripe, garganta, bronquios;Sí;7,34
Mujeres;Total;Canarias;Medicinas para el catarro, gripe, garganta, bronquios;No;92,66
Mujeres;Total;Canarias;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Canarias;Medicinas para el dolor;Sí;43,33
Mujeres;Total;Canarias;Medicinas para el dolor;No;56,67
Mujeres;Total;Canarias;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Canarias;Medicinas para bajar la fiebre;Sí;2,26
Mujeres;Total;Canarias;Medicinas para bajar la fiebre;No;97,74
Mujeres;Total;Canarias;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Canarias;Reconstituyentes (vitaminas, minerales, tónicos);Sí;12,98
Mujeres;Total;Canarias;Reconstituyentes (vitaminas, minerales, tónicos);No;87,02
Mujeres;Total;Canarias;Laxantes;TOTAL;100,00
Mujeres;Total;Canarias;Laxantes;Sí;2,64
Mujeres;Total;Canarias;Laxantes;No;97,36
Mujeres;Total;Canarias;Antibióticos;TOTAL;100,00
Mujeres;Total;Canarias;Antibióticos;Sí;4,58
Mujeres;Total;Canarias;Antibióticos;No;95,42
Mujeres;Total;Canarias;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Canarias;Tranquilizantes, relajantes, pastillas para dormir;Sí;21,99
Mujeres;Total;Canarias;Tranquilizantes, relajantes, pastillas para dormir;No;78,01
Mujeres;Total;Canarias;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Canarias;Medicamentos para la alergia;Sí;6,83
Mujeres;Total;Canarias;Medicamentos para la alergia;No;93,17
Mujeres;Total;Canarias;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Canarias;Medicinas para el reuma;Sí;2,00
Mujeres;Total;Canarias;Medicinas para el reuma;No;98,00
Mujeres;Total;Canarias;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Canarias;Medicinas para el corazón;Sí;4,65
Mujeres;Total;Canarias;Medicinas para el corazón;No;95,35
Mujeres;Total;Canarias;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Canarias;Medicinas para la tensión arterial;Sí;20,29
Mujeres;Total;Canarias;Medicinas para la tensión arterial;No;79,71
Mujeres;Total;Canarias;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Canarias;Medicinas para el estómago y/o alteraciones digestivas;Sí;16,18
Mujeres;Total;Canarias;Medicinas para el estómago y/o alteraciones digestivas;No;83,82
Mujeres;Total;Canarias;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Canarias;Antidepresivos, estimulantes;Sí;9,99
Mujeres;Total;Canarias;Antidepresivos, estimulantes;No;90,01
Mujeres;Total;Canarias;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Canarias;Píldoras para no quedar embarazada;Sí;4,51
Mujeres;Total;Canarias;Píldoras para no quedar embarazada;No;95,49
Mujeres;Total;Canarias;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Canarias;Hormonas para la menopausia;Sí;0,36
Mujeres;Total;Canarias;Hormonas para la menopausia;No;99,64
Mujeres;Total;Canarias;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Canarias;Medicamentos para el colesterol;Sí;15,90
Mujeres;Total;Canarias;Medicamentos para el colesterol;No;84,10
Mujeres;Total;Canarias;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Canarias;Medicamentos para la diabetes;Sí;11,61
Mujeres;Total;Canarias;Medicamentos para la diabetes;No;88,39
Mujeres;Total;Canarias;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Canarias;Medicamentos para el tiroides;Sí;5,62
Mujeres;Total;Canarias;Medicamentos para el tiroides;No;94,38
Mujeres;Total;Canarias;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Canarias;Otros medicamentos;Sí;21,24
Mujeres;Total;Canarias;Otros medicamentos;No;78,76
Mujeres;Total;Cantabria;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Cantabria;Medicinas para el catarro, gripe, garganta, bronquios;Sí;4,32
Mujeres;Total;Cantabria;Medicinas para el catarro, gripe, garganta, bronquios;No;95,68
Mujeres;Total;Cantabria;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Cantabria;Medicinas para el dolor;Sí;26,26
Mujeres;Total;Cantabria;Medicinas para el dolor;No;73,74
Mujeres;Total;Cantabria;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Cantabria;Medicinas para bajar la fiebre;Sí;0,66
Mujeres;Total;Cantabria;Medicinas para bajar la fiebre;No;99,34
Mujeres;Total;Cantabria;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Cantabria;Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,48
Mujeres;Total;Cantabria;Reconstituyentes (vitaminas, minerales, tónicos);No;97,52
Mujeres;Total;Cantabria;Laxantes;TOTAL;100,00
Mujeres;Total;Cantabria;Laxantes;Sí;1,05
Mujeres;Total;Cantabria;Laxantes;No;98,95
Mujeres;Total;Cantabria;Antibióticos;TOTAL;100,00
Mujeres;Total;Cantabria;Antibióticos;Sí;1,68
Mujeres;Total;Cantabria;Antibióticos;No;98,32
Mujeres;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;Sí;8,78
Mujeres;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;No;91,22
Mujeres;Total;Cantabria;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Cantabria;Medicamentos para la alergia;Sí;0,89
Mujeres;Total;Cantabria;Medicamentos para la alergia;No;99,11
Mujeres;Total;Cantabria;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Cantabria;Medicinas para el reuma;Sí;4,68
Mujeres;Total;Cantabria;Medicinas para el reuma;No;95,32
Mujeres;Total;Cantabria;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Cantabria;Medicinas para el corazón;Sí;5,09
Mujeres;Total;Cantabria;Medicinas para el corazón;No;94,91
Mujeres;Total;Cantabria;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Cantabria;Medicinas para la tensión arterial;Sí;20,28
Mujeres;Total;Cantabria;Medicinas para la tensión arterial;No;79,72
Mujeres;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;Sí;10,83
Mujeres;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;No;89,17
Mujeres;Total;Cantabria;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Cantabria;Antidepresivos, estimulantes;Sí;4,46
Mujeres;Total;Cantabria;Antidepresivos, estimulantes;No;95,54
Mujeres;Total;Cantabria;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Cantabria;Píldoras para no quedar embarazada;Sí;0,00
Mujeres;Total;Cantabria;Píldoras para no quedar embarazada;No;100,00
Mujeres;Total;Cantabria;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Cantabria;Hormonas para la menopausia;Sí;0,00
Mujeres;Total;Cantabria;Hormonas para la menopausia;No;100,00
Mujeres;Total;Cantabria;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Cantabria;Medicamentos para el colesterol;Sí;14,24
Mujeres;Total;Cantabria;Medicamentos para el colesterol;No;85,76
Mujeres;Total;Cantabria;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Cantabria;Medicamentos para la diabetes;Sí;4,88
Mujeres;Total;Cantabria;Medicamentos para la diabetes;No;95,12
Mujeres;Total;Cantabria;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Cantabria;Medicamentos para el tiroides;Sí;5,26
Mujeres;Total;Cantabria;Medicamentos para el tiroides;No;94,74
Mujeres;Total;Cantabria;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Cantabria;Otros medicamentos;Sí;15,54
Mujeres;Total;Cantabria;Otros medicamentos;No;84,46
Mujeres;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;Sí;6,92
Mujeres;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;No;93,08
Mujeres;Total;Castilla y León;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicinas para el dolor;Sí;44,61
Mujeres;Total;Castilla y León;Medicinas para el dolor;No;55,39
Mujeres;Total;Castilla y León;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicinas para bajar la fiebre;Sí;2,22
Mujeres;Total;Castilla y León;Medicinas para bajar la fiebre;No;97,78
Mujeres;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);Sí;6,89
Mujeres;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);No;93,11
Mujeres;Total;Castilla y León;Laxantes;TOTAL;100,00
Mujeres;Total;Castilla y León;Laxantes;Sí;1,06
Mujeres;Total;Castilla y León;Laxantes;No;98,94
Mujeres;Total;Castilla y León;Antibióticos;TOTAL;100,00
Mujeres;Total;Castilla y León;Antibióticos;Sí;5,14
Mujeres;Total;Castilla y León;Antibióticos;No;94,86
Mujeres;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;Sí;16,47
Mujeres;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;No;83,53
Mujeres;Total;Castilla y León;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicamentos para la alergia;Sí;5,30
Mujeres;Total;Castilla y León;Medicamentos para la alergia;No;94,70
Mujeres;Total;Castilla y León;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicinas para el reuma;Sí;5,31
Mujeres;Total;Castilla y León;Medicinas para el reuma;No;94,69
Mujeres;Total;Castilla y León;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicinas para el corazón;Sí;4,81
Mujeres;Total;Castilla y León;Medicinas para el corazón;No;95,19
Mujeres;Total;Castilla y León;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicinas para la tensión arterial;Sí;22,94
Mujeres;Total;Castilla y León;Medicinas para la tensión arterial;No;77,06
Mujeres;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;Sí;15,05
Mujeres;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;No;84,95
Mujeres;Total;Castilla y León;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Castilla y León;Antidepresivos, estimulantes;Sí;6,04
Mujeres;Total;Castilla y León;Antidepresivos, estimulantes;No;93,96
Mujeres;Total;Castilla y León;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Castilla y León;Píldoras para no quedar embarazada;Sí;4,87
Mujeres;Total;Castilla y León;Píldoras para no quedar embarazada;No;95,13
Mujeres;Total;Castilla y León;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Castilla y León;Hormonas para la menopausia;Sí;0,50
Mujeres;Total;Castilla y León;Hormonas para la menopausia;No;99,50
Mujeres;Total;Castilla y León;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicamentos para el colesterol;Sí;16,24
Mujeres;Total;Castilla y León;Medicamentos para el colesterol;No;83,76
Mujeres;Total;Castilla y León;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicamentos para la diabetes;Sí;7,57
Mujeres;Total;Castilla y León;Medicamentos para la diabetes;No;92,43
Mujeres;Total;Castilla y León;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Castilla y León;Medicamentos para el tiroides;Sí;10,95
Mujeres;Total;Castilla y León;Medicamentos para el tiroides;No;89,05
Mujeres;Total;Castilla y León;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Castilla y León;Otros medicamentos;Sí;18,10
Mujeres;Total;Castilla y León;Otros medicamentos;No;81,90
Mujeres;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;Sí;15,03
Mujeres;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;No;84,97
Mujeres;Total;Castilla-La Mancha;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el dolor;Sí;47,09
Mujeres;Total;Castilla-La Mancha;Medicinas para el dolor;No;52,91
Mujeres;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;Sí;4,99
Mujeres;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;No;95,01
Mujeres;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);Sí;7,13
Mujeres;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);No;92,87
Mujeres;Total;Castilla-La Mancha;Laxantes;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Laxantes;Sí;1,03
Mujeres;Total;Castilla-La Mancha;Laxantes;No;98,97
Mujeres;Total;Castilla-La Mancha;Antibióticos;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Antibióticos;Sí;3,02
Mujeres;Total;Castilla-La Mancha;Antibióticos;No;96,98
Mujeres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;Sí;10,73
Mujeres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;No;89,27
Mujeres;Total;Castilla-La Mancha;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para la alergia;Sí;2,78
Mujeres;Total;Castilla-La Mancha;Medicamentos para la alergia;No;97,22
Mujeres;Total;Castilla-La Mancha;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el reuma;Sí;2,55
Mujeres;Total;Castilla-La Mancha;Medicinas para el reuma;No;97,45
Mujeres;Total;Castilla-La Mancha;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el corazón;Sí;3,72
Mujeres;Total;Castilla-La Mancha;Medicinas para el corazón;No;96,28
Mujeres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;Sí;18,07
Mujeres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;No;81,93
Mujeres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;Sí;14,88
Mujeres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;No;85,12
Mujeres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;Sí;5,42
Mujeres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;No;94,58
Mujeres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;Sí;3,33
Mujeres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;No;96,67
Mujeres;Total;Castilla-La Mancha;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Hormonas para la menopausia;Sí;0,68
Mujeres;Total;Castilla-La Mancha;Hormonas para la menopausia;No;99,32
Mujeres;Total;Castilla-La Mancha;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para el colesterol;Sí;14,46
Mujeres;Total;Castilla-La Mancha;Medicamentos para el colesterol;No;85,54
Mujeres;Total;Castilla-La Mancha;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para la diabetes;Sí;6,38
Mujeres;Total;Castilla-La Mancha;Medicamentos para la diabetes;No;93,62
Mujeres;Total;Castilla-La Mancha;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Medicamentos para el tiroides;Sí;7,33
Mujeres;Total;Castilla-La Mancha;Medicamentos para el tiroides;No;92,67
Mujeres;Total;Castilla-La Mancha;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Castilla-La Mancha;Otros medicamentos;Sí;13,23
Mujeres;Total;Castilla-La Mancha;Otros medicamentos;No;86,77
Mujeres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;Sí;8,54
Mujeres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;No;91,46
Mujeres;Total;Cataluña;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el dolor;Sí;32,18
Mujeres;Total;Cataluña;Medicinas para el dolor;No;67,82
Mujeres;Total;Cataluña;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para bajar la fiebre;Sí;2,48
Mujeres;Total;Cataluña;Medicinas para bajar la fiebre;No;97,52
Mujeres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);Sí;9,25
Mujeres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);No;90,75
Mujeres;Total;Cataluña;Laxantes;TOTAL;100,00
Mujeres;Total;Cataluña;Laxantes;Sí;2,72
Mujeres;Total;Cataluña;Laxantes;No;97,28
Mujeres;Total;Cataluña;Antibióticos;TOTAL;100,00
Mujeres;Total;Cataluña;Antibióticos;Sí;3,79
Mujeres;Total;Cataluña;Antibióticos;No;96,21
Mujeres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;Sí;12,53
Mujeres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;No;87,47
Mujeres;Total;Cataluña;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para la alergia;Sí;3,44
Mujeres;Total;Cataluña;Medicamentos para la alergia;No;96,56
Mujeres;Total;Cataluña;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el reuma;Sí;2,13
Mujeres;Total;Cataluña;Medicinas para el reuma;No;97,87
Mujeres;Total;Cataluña;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el corazón;Sí;3,38
Mujeres;Total;Cataluña;Medicinas para el corazón;No;96,62
Mujeres;Total;Cataluña;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para la tensión arterial;Sí;15,63
Mujeres;Total;Cataluña;Medicinas para la tensión arterial;No;84,37
Mujeres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;Sí;7,81
Mujeres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;No;92,19
Mujeres;Total;Cataluña;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Cataluña;Antidepresivos, estimulantes;Sí;6,13
Mujeres;Total;Cataluña;Antidepresivos, estimulantes;No;93,87
Mujeres;Total;Cataluña;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Cataluña;Píldoras para no quedar embarazada;Sí;4,89
Mujeres;Total;Cataluña;Píldoras para no quedar embarazada;No;95,11
Mujeres;Total;Cataluña;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Cataluña;Hormonas para la menopausia;Sí;0,53
Mujeres;Total;Cataluña;Hormonas para la menopausia;No;99,47
Mujeres;Total;Cataluña;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para el colesterol;Sí;9,14
Mujeres;Total;Cataluña;Medicamentos para el colesterol;No;90,86
Mujeres;Total;Cataluña;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para la diabetes;Sí;5,16
Mujeres;Total;Cataluña;Medicamentos para la diabetes;No;94,84
Mujeres;Total;Cataluña;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Cataluña;Medicamentos para el tiroides;Sí;6,85
Mujeres;Total;Cataluña;Medicamentos para el tiroides;No;93,15
Mujeres;Total;Cataluña;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Cataluña;Otros medicamentos;Sí;9,02
Mujeres;Total;Cataluña;Otros medicamentos;No;90,98
Mujeres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;Sí;8,73
Mujeres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;No;91,27
Mujeres;Total;Comunitat Valenciana;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el dolor;Sí;45,48
Mujeres;Total;Comunitat Valenciana;Medicinas para el dolor;No;54,52
Mujeres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;Sí;2,94
Mujeres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;No;97,06
Mujeres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);Sí;14,70
Mujeres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);No;85,30
Mujeres;Total;Comunitat Valenciana;Laxantes;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Laxantes;Sí;2,99
Mujeres;Total;Comunitat Valenciana;Laxantes;No;97,01
Mujeres;Total;Comunitat Valenciana;Antibióticos;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Antibióticos;Sí;4,90
Mujeres;Total;Comunitat Valenciana;Antibióticos;No;95,10
Mujeres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;Sí;17,21
Mujeres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;No;82,79
Mujeres;Total;Comunitat Valenciana;Medicamentos para la alergia;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para la alergia;Sí;4,42
Mujeres;Total;Comunitat Valenciana;Medicamentos para la alergia;No;95,58
Mujeres;Total;Comunitat Valenciana;Medicinas para el reuma;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el reuma;Sí;2,41
Mujeres;Total;Comunitat Valenciana;Medicinas para el reuma;No;97,59
Mujeres;Total;Comunitat Valenciana;Medicinas para el corazón;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el corazón;Sí;5,62
Mujeres;Total;Comunitat Valenciana;Medicinas para el corazón;No;94,38
Mujeres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;Sí;17,85
Mujeres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;No;82,15
Mujeres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;Sí;11,67
Mujeres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;No;88,33
Mujeres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;Sí;7,02
Mujeres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;No;92,98
Mujeres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;Sí;4,57
Mujeres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;No;95,43
Mujeres;Total;Comunitat Valenciana;Hormonas para la menopausia;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Hormonas para la menopausia;Sí;0,49
Mujeres;Total;Comunitat Valenciana;Hormonas para la menopausia;No;99,51
Mujeres;Total;Comunitat Valenciana;Medicamentos para el colesterol;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para el colesterol;Sí;13,92
Mujeres;Total;Comunitat Valenciana;Medicamentos para el colesterol;No;86,08
Mujeres;Total;Comunitat Valenciana;Medicamentos para la diabetes;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para la diabetes;Sí;5,51
Mujeres;Total;Comunitat Valenciana;Medicamentos para la diabetes;No;94,49
Mujeres;Total;Comunitat Valenciana;Medicamentos para el tiroides;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Medicamentos para el tiroides;Sí;8,62
Mujeres;Total;Comunitat Valenciana;Medicamentos para el tiroides;No;91,38
Mujeres;Total;Comunitat Valenciana;Otros medicamentos;TOTAL;100,00
Mujeres;Total;Comunitat Valenciana;Otros medicamentos;Sí;15,16
Mujeres;Total;Comunitat Valenciana;Otros medicamentos;No;84,84
Mujeres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;Sí;9,78
Mujeres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;No;90,22
Mujeres;Total;Extremadura;Medicinas para el dolor;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para el dolor;Sí;35,09
Mujeres;Total;Extremadura;Medicinas para el dolor;No;64,91
Mujeres;Total;Extremadura;Medicinas para bajar la fiebre;TOTAL;100,00
Mujeres;Total;Extremadura;Medicinas para bajar la fiebre;Sí;1,75
Mujeres;Total;Extremadura;Medicinas para bajar la fiebre;No;98,25
Mujeres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Mujeres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);Sí;4,56
Mujeres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);No;95,44
Mujeres;Total;Extremadura;Laxantes;TOTAL;100,00
Mujeres;Total;Extremadura;Laxantes;Sí;0,21
Mujeres;Total;Extremadura;Laxantes;No;99,79
Mujeres;Total;Extremadura;Antibióticos;TOTAL;100,00
Mujeres;Total;Extremadura;Antibióticos;Sí;2,00
